"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","37","1","0.000000","0","0"
"/Game/Upgrade_mat1.Upgrade_mat1","0","0","14","1","0.000000","0","0"
"/Game/Health_mat.Health_mat","0","0","14","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","1","0.000000","0","0"
"/Game/Particles/Misc/MiscMats/DustMat.DustMat","0","0","72","1","0.000000","0","0"
"/Game/Upgrade_mat.Upgrade_mat","0","0","14","1","0.000000","0","0"
"/Game/Particles/Tracer/Tracer_Mats/TracerMat.TracerMat","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","51","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Accents1.M_Bot_Accents1","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_ArmJoints.M_Bot_ArmJoints","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Arms.M_Bot_Arms","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Backpack.M_Bot_Backpack","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Chest.M_Bot_Chest","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_EyeGlow.M_Bot_EyeGlow","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Eyes.M_Bot_Eyes","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Face.M_Bot_Face","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Fingers.M_Bot_Fingers","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Head.M_Bot_Head","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_LegJoints.M_Bot_LegJoints","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Legs.M_Bot_Legs","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_LowerJunk.M_Bot_LowerJunk","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_Neck.M_Bot_Neck","0","0","28","1","0.000000","0","0"
"/Game/ANI_TESTS/M_Bot_UpperJunk.M_Bot_UpperJunk","0","0","28","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","36","1","0.000000","0","0"
"/Game/Particles/Lighting/LightningMats/lambert1.lambert1","0","0","42","1","0.000000","0","0"
"/Game/Mannequin/BodyParts/M_Male_Body.M_Male_Body","0","0","28","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/Decals/BloodSplatter1.BloodSplatter1","0","0","27","1","0.000000","0","0"
"/Game/Decals/BloodSplatter2.BloodSplatter2","0","0","27","1","0.000000","0","0"
"/Game/Decals/Debris1.Debris1","0","0","27","1","0.000000","0","0"
"/Game/Decals/Decal_watching_MAT.Decal_watching_MAT","0","0","27","1","0.000000","0","0"
"/Game/Decals/DecalDemon.DecalDemon","0","0","27","1","0.000000","0","0"
"/Game/Decals/DecalLantern.DecalLantern","0","0","27","1","0.000000","0","0"
"/Game/Decals/DecalMadBotz.DecalMadBotz","0","0","27","1","0.000000","0","0"
"/Game/Decals/DecalMadBotzGreen.DecalMadBotzGreen","0","0","27","1","0.000000","0","0"
